FAN	FAN_PREDICTOR	HALF	t	nss_mean	nss_nanmean	n_nan	n_subjects	method	dt	n_norm	SIGMA_X	SIGMA_Y	SIGMA_T	dt_max	qf0	qf1	qf2	qf3	qf4	qf5	qf6	qf7	qf8	nss0	nss1	nss2	nss3	nss4	nss5	total_time
BVB	FCB	1	1500000000	3.848807e+00	3.848807e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	10	11	13	12	11	13	6.953780e+00	-2.852361e-01	6.880904e+00	1.132267e+00	5.357136e+00	3.053989e+00	74.893000
BVB	FCB	1	1500040000	4.309441e+00	4.309441e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	13	10	12	13	13	13	13	6.876418e+00	-2.737262e-01	6.908450e+00	3.334253e+00	6.392466e+00	2.618786e+00	46.862000
BVB	FCB	1	1500080000	6.462931e+00	6.462931e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	9	11	12	11	12	13	7.702727e+00	7.387010e+00	7.060255e+00	3.930732e+00	7.239486e+00	5.457377e+00	42.244000
BVB	FCB	1	1500120000	3.836083e+00	3.836083e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	12	8	11	11	12	12	13	6.705859e+00	3.243291e+00	-2.635052e-01	4.926157e+00	5.155749e+00	3.248949e+00	59.904000
BVB	FCB	1	1500160000	5.282578e+00	5.282578e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	12	8	12	12	12	12	12	7.346995e+00	6.659934e+00	7.823008e+00	4.932753e+00	1.071295e+00	3.861486e+00	67.314000
BVB	FCB	1	1500200000	5.410399e+00	5.410399e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	8	11	12	11	12	13	7.888866e+00	6.948226e+00	6.545223e+00	4.832858e+00	1.072167e+00	5.175055e+00	60.980000
BVB	FCB	1	1500240000	4.535490e+00	4.535490e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	12	12	8	12	9	12	11	13	7.213695e+00	4.297360e+00	6.617360e+00	4.268935e+00	1.376645e+00	3.438947e+00	53.009000
BVB	FCB	1	1500280000	5.201913e+00	5.201913e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	12	7	11	7	12	13	12	7.489668e+00	5.511862e+00	7.480645e+00	4.547391e+00	1.142105e+00	5.039809e+00	59.748000
BVB	FCB	1	1500320000	4.913206e+00	4.913206e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	13	13	13	5	11	7	13	13	13	7.916754e+00	4.793865e+00	7.668119e+00	3.835430e+00	-1.209004e-01	5.385967e+00	57.268000
BVB	FCB	1	1500360000	3.567949e+00	3.567949e+00	0	6	xy-grid	210000	40000	68.430000	68.430000	26250.000000	40000	12	13	11	5	12	8	14	12	11	6.406631e+00	-2.528886e-01	7.723053e+00	4.663264e+00	-1.268179e-01	2.994453e+00	68.203000
